wallet_id,transaction_sequence_number,transaction_time,amount,transaction_type,order_id
995,5396,2020-03-03 00:00:00,21525.15,Payment,734
73,5397,2023-11-12 00:00:00,22413.84,Payment,18103
1806,5398,2020-02-18 00:00:00,4516.64,Payment,599
500,5399,2024-08-24 00:00:00,1638.31,Payment,21707
1686,5400,2020-12-07 00:00:00,10637.62,Payment,4349
725,5401,2023-02-03 00:00:00,1431.73,Payment,14601
1726,5402,2020-09-13 00:00:00,7592.91,Payment,3218
1371,5403,2021-01-03 00:00:00,13319.52,Payment,4700
769,5404,2022-04-09 00:00:00,13692.98,Payment,10703
1099,5405,2024-12-17 00:00:00,5460.53,Payment,23131
1714,5406,2022-09-09 00:00:00,3740.60,Payment,12668
17,5407,2020-12-08 00:00:00,4380.99,Payment,4361
1661,5408,2026-02-15 00:00:00,100242.00,Payment,25463
201,5409,2024-05-16 00:00:00,7507.94,Payment,20460
1514,5410,2023-08-05 00:00:00,21486.71,Payment,16882
1331,5411,2026-01-13 00:00:00,106916.66,Payment,26436
921,5412,2026-02-18 00:00:00,108281.98,Payment,25937
1243,5413,2020-03-24 00:00:00,24259.56,Payment,1003
695,5414,2024-10-20 00:00:00,18276.19,Payment,22399
343,5415,2025-05-24 00:00:00,6414.42,Payment,25164
1912,5416,2022-01-01 00:00:00,7484.76,Payment,9428
1714,5417,2024-09-21 00:00:00,11429.47,Payment,22075
662,5418,2020-08-25 00:00:00,1482.62,Payment,2969
1361,5419,2021-10-09 00:00:00,3949.74,Payment,8328
1188,5420,2022-04-28 00:00:00,15443.20,Payment,10909
1743,5421,2021-01-24 00:00:00,3870.01,Payment,4977
210,5422,2021-03-03 00:00:00,3291.28,Payment,5453
1802,5423,2026-02-05 00:00:00,108292.59,Payment,26071
1049,5424,2023-05-23 00:00:00,15327.55,Payment,15981
670,5425,2023-03-15 00:00:00,31954.62,Payment,15111
428,5426,2026-01-12 00:00:00,109651.68,Payment,25685
1715,5427,2024-08-01 00:00:00,3183.69,Payment,21412
1793,5428,2026-01-11 00:00:00,106956.47,Payment,26421
498,5429,2021-06-19 00:00:00,16578.14,Payment,6906
484,5430,2026-01-07 00:00:00,108293.69,Payment,26331
1054,5431,2023-10-21 00:00:00,25372.05,Payment,17834
1851,5432,2026-02-14 00:00:00,106912.11,Payment,25646
428,5433,2022-07-26 00:00:00,13970.84,Payment,12104
674,5434,2022-11-25 00:00:00,12787.94,Payment,13700
701,5435,2022-06-21 00:00:00,14032.13,Payment,11625
1029,5436,2023-07-25 00:00:00,3037.50,Payment,16727
1966,5437,2024-05-11 00:00:00,16690.08,Payment,20424
387,5438,2023-04-11 00:00:00,4032.84,Payment,15448
1274,5439,2020-05-24 00:00:00,25634.61,Payment,1758
874,5440,2020-05-08 00:00:00,6281.10,Payment,1536
817,5441,2024-09-09 00:00:00,21281.22,Payment,21912
555,5442,2025-03-15 00:00:00,17616.03,Payment,24297
177,5443,2023-01-19 00:00:00,2301.99,Payment,14408
1766,5444,2024-06-30 00:00:00,9041.11,Payment,21034
815,5445,2025-05-08 00:00:00,17048.43,Payment,24960
781,5446,2022-04-24 00:00:00,6913.14,Payment,10881
1461,5447,2026-01-10 00:00:00,117667.72,Payment,25818
1229,5448,2021-03-27 00:00:00,16895.35,Payment,5798
1472,5449,2023-04-18 00:00:00,21119.86,Payment,15554
1884,5450,2021-05-13 00:00:00,1093.82,Payment,6462
162,5451,2023-04-01 00:00:00,21931.34,Payment,15327
1584,5452,2022-06-03 00:00:00,19455.68,Payment,11399
1641,5453,2024-12-21 00:00:00,1334.54,Payment,23184
1252,5454,2020-06-10 00:00:00,4705.24,Payment,1962
1711,5455,2026-02-02 00:00:00,105601.98,Payment,25306
950,5456,2022-10-19 00:00:00,2560.66,Payment,13225
955,5457,2026-01-31 00:00:00,100292.56,Payment,26013
351,5458,2021-02-26 00:00:00,7008.98,Payment,5375
343,5459,2026-02-08 00:00:00,117659.54,Payment,26346
813,5460,2022-08-25 00:00:00,4930.83,Payment,12475
1781,5461,2026-01-24 00:00:00,109590.79,Payment,25266
1745,5462,2024-08-08 00:00:00,9860.11,Payment,21506
1899,5463,2025-02-07 00:00:00,6962.88,Payment,23781
1965,5464,2021-09-01 00:00:00,4373.33,Payment,7856
1122,5465,2022-12-10 00:00:00,6997.05,Payment,13893
1102,5466,2022-12-09 00:00:00,3987.58,Payment,13873
1936,5467,2022-10-15 00:00:00,12416.82,Payment,13171
1816,5468,2023-08-28 00:00:00,17224.33,Payment,17167
400,5469,2025-03-12 00:00:00,9962.93,Payment,24258
357,5470,2021-06-09 00:00:00,10411.25,Payment,6794
1055,5471,2026-01-25 00:00:00,97643.03,Payment,25776
675,5472,2026-02-09 00:00:00,108298.37,Payment,25384
538,5473,2026-01-26 00:00:00,112292.75,Payment,25897
207,5474,2024-12-06 00:00:00,8975.86,Payment,22987
1501,5475,2024-02-14 00:00:00,7648.82,Payment,19304
1502,5476,2026-01-18 00:00:00,108202.05,Payment,26310
620,5477,2022-01-24 00:00:00,988.00,Payment,9739
20,5478,2023-11-27 00:00:00,12803.27,Payment,18304
1463,5479,2025-05-21 00:00:00,25042.36,Payment,25130
61,5480,2026-01-27 00:00:00,104263.53,Payment,26438
375,5481,2022-01-22 00:00:00,13194.54,Payment,9706
1739,5482,2024-02-22 00:00:00,3827.21,Payment,19396
1688,5483,2022-02-26 00:00:00,11028.88,Payment,10181
1529,5484,2022-05-28 00:00:00,18268.25,Payment,11306
571,5485,2020-12-17 00:00:00,4920.70,Payment,4460
1287,5486,2024-02-05 00:00:00,348.43,Payment,19186
1917,5487,2024-06-06 00:00:00,14957.83,Payment,20724
654,5488,2022-10-04 00:00:00,4717.42,Payment,13006
510,5489,2026-01-15 00:00:00,116331.17,Payment,26173
1068,5490,2026-02-01 00:00:00,104289.95,Payment,25514
1143,5491,2024-01-29 00:00:00,4771.65,Payment,19106
163,5492,2020-04-05 00:00:00,13602.44,Payment,1112
1055,5493,2020-06-14 00:00:00,14052.09,Payment,2023
32,5494,2021-10-05 00:00:00,11628.48,Payment,8288
921,5495,2020-11-02 00:00:00,1939.38,Payment,3874
1137,5496,2020-07-19 00:00:00,8303.32,Payment,2464
964,5497,2024-01-15 00:00:00,3152.74,Payment,18925
196,5498,2021-07-16 00:00:00,12273.94,Payment,7240
1178,5499,2020-09-25 00:00:00,15987.93,Payment,3363
481,5500,2022-07-26 00:00:00,10972.90,Payment,12108
1241,5501,2021-05-25 00:00:00,16001.96,Payment,6618
207,5502,2022-03-30 00:00:00,2880.45,Payment,10585
540,5503,2024-01-29 00:00:00,12084.21,Payment,19108
1849,5504,2022-08-16 00:00:00,32740.89,Payment,12374
620,5505,2021-06-10 00:00:00,10380.50,Payment,6821
1476,5506,2026-01-21 00:00:00,102950.75,Payment,25973
1230,5507,2026-02-14 00:00:00,104258.85,Payment,25342
1926,5508,2021-08-17 00:00:00,10435.89,Payment,7640
1817,5509,2025-01-01 00:00:00,22244.68,Payment,23320
1598,5510,2026-01-21 00:00:00,104278.09,Payment,26001
1539,5511,2022-01-01 00:00:00,19891.12,Payment,9420
8,5512,2020-10-30 00:00:00,7133.60,Payment,3811
1045,5513,2025-04-14 00:00:00,11895.24,Payment,24662
1082,5514,2025-03-17 00:00:00,7186.05,Payment,24320
1389,5515,2025-04-13 00:00:00,18740.87,Payment,24651
421,5516,2021-10-15 00:00:00,3165.60,Payment,8427
1955,5517,2020-08-25 00:00:00,2180.25,Payment,2957
1553,5518,2026-01-12 00:00:00,105610.91,Payment,25817
1760,5519,2024-03-06 00:00:00,126.83,Payment,19580
332,5520,2022-09-19 00:00:00,7987.26,Payment,12807
481,5521,2024-11-06 00:00:00,21184.90,Payment,22640
1626,5522,2024-05-06 00:00:00,1114.38,Payment,20334
1132,5523,2021-04-08 00:00:00,14117.49,Payment,5962
1614,5524,2026-02-19 00:00:00,113634.41,Payment,25447
1207,5525,2024-10-24 00:00:00,8048.07,Payment,22466
592,5526,2024-12-07 00:00:00,16875.85,Payment,22989
238,5527,2024-09-01 00:00:00,294.12,Payment,21800
538,5528,2026-02-04 00:00:00,107000.82,Payment,26297
641,5529,2022-12-29 00:00:00,20371.17,Payment,14174
1498,5530,2026-02-16 00:00:00,113627.83,Payment,25523
1587,5531,2023-10-12 00:00:00,2949.60,Payment,17725
1553,5532,2024-01-11 00:00:00,15893.88,Payment,18873
1440,5533,2023-02-19 00:00:00,12801.47,Payment,14793
336,5534,2020-08-14 00:00:00,2160.26,Payment,2799
575,5535,2022-02-10 00:00:00,10572.17,Payment,9953
226,5536,2022-01-05 00:00:00,7268.05,Payment,9488
914,5537,2024-11-27 00:00:00,17667.93,Payment,22894
1374,5538,2023-01-01 00:00:00,21821.85,Payment,14205
1080,5539,2020-02-03 00:00:00,13352.66,Payment,387
930,5540,2026-02-11 00:00:00,109646.05,Payment,25925
913,5541,2024-06-15 00:00:00,7167.78,Payment,20839
518,5542,2023-06-21 00:00:00,6474.71,Payment,16316
535,5543,2020-01-23 00:00:00,2616.42,Payment,263
312,5544,2025-05-30 00:00:00,9739.76,Payment,25259
1461,5545,2024-12-05 00:00:00,789.89,Payment,22980
5,5546,2023-11-17 00:00:00,603.86,Payment,18151
1364,5547,2023-08-30 00:00:00,12402.14,Payment,17198
612,5548,2026-01-09 00:00:00,101553.08,Payment,25736
1850,5549,2026-01-07 00:00:00,109649.78,Payment,25354
205,5550,2021-07-16 00:00:00,14719.42,Payment,7218
1905,5551,2023-12-01 00:00:00,2501.27,Payment,18348
209,5552,2022-11-03 00:00:00,3111.72,Payment,13423
1121,5553,2025-02-28 00:00:00,22850.69,Payment,24091
1501,5554,2025-04-14 00:00:00,837.30,Payment,24652
808,5555,2020-03-11 00:00:00,16381.95,Payment,838
306,5556,2023-10-09 00:00:00,17472.12,Payment,17699
895,5557,2022-02-25 00:00:00,1323.94,Payment,10163
992,5558,2021-08-15 00:00:00,25161.62,Payment,7607
1339,5559,2020-11-04 00:00:00,6257.76,Payment,3881
940,5560,2021-04-30 00:00:00,12510.03,Payment,6258
32,5561,2021-09-28 00:00:00,12716.30,Payment,8174
1947,5562,2021-04-17 00:00:00,5874.06,Payment,6100
1698,5563,2026-01-18 00:00:00,108267.27,Payment,25857
882,5564,2026-02-19 00:00:00,110952.60,Payment,25606
1408,5565,2024-05-09 00:00:00,13264.50,Payment,20387
1063,5566,2025-03-05 00:00:00,12193.29,Payment,24165
1452,5567,2024-12-01 00:00:00,6356.76,Payment,22929
347,5568,2026-01-20 00:00:00,112346.54,Payment,26210
1759,5569,2023-04-24 00:00:00,12796.12,Payment,15642
684,5570,2025-02-16 00:00:00,33900.50,Payment,23955
1479,5571,2025-05-29 00:00:00,2618.85,Payment,25234
1581,5572,2025-02-16 00:00:00,8755.19,Payment,23927
1957,5573,2023-02-01 00:00:00,12692.80,Payment,14559
232,5574,2020-10-12 00:00:00,619.29,Payment,3571
1649,5575,2022-08-26 00:00:00,25828.01,Payment,12472
1724,5576,2022-05-24 00:00:00,8956.84,Payment,11267
523,5577,2026-01-22 00:00:00,116325.24,Payment,26324
1851,5578,2024-07-15 00:00:00,753.36,Payment,21220
1209,5579,2022-11-23 00:00:00,2382.71,Payment,13684
1504,5580,2020-04-29 00:00:00,9989.39,Payment,1419
1865,5581,2026-02-12 00:00:00,104325.65,Payment,25372
1247,5582,2020-12-25 00:00:00,16542.50,Payment,4599
12,5583,2099-10-21 00:00:00,1056.45,Payment,774
1105,5584,2023-03-31 00:00:00,26245.66,Payment,15328
463,5585,2022-10-15 00:00:00,12962.53,Payment,13163
700,5586,2024-09-29 00:00:00,235.94,Payment,22150
1775,5587,2023-07-02 00:00:00,3497.84,Payment,16434
216,5588,2022-06-18 00:00:00,2760.88,Payment,11555
158,5589,2022-07-08 00:00:00,10420.84,Payment,11838
412,5590,2024-03-02 00:00:00,15315.30,Payment,19519
596,5591,2026-02-06 00:00:00,105639.38,Payment,26253
1148,5592,2024-09-20 00:00:00,5386.86,Payment,22050
1344,5593,2026-01-13 00:00:00,104314.39,Payment,26192
63,5594,2021-05-02 00:00:00,14000.92,Payment,6322
101,5595,2024-01-18 00:00:00,7456.82,Payment,18957
942,5596,2020-11-21 00:00:00,5597.07,Payment,4113
1722,5597,2024-03-01 00:00:00,7502.39,Payment,19505
958,5598,2025-01-31 00:00:00,7418.77,Payment,23697
1111,5599,2024-08-11 00:00:00,10475.53,Payment,21556
691,5600,2026-01-23 00:00:00,108277.58,Payment,25663
1909,5601,2023-07-19 00:00:00,18340.46,Payment,16660
644,5602,2023-10-13 00:00:00,13207.72,Payment,17745
1605,5603,2026-01-16 00:00:00,108272.75,Payment,26183
1121,5604,2024-01-17 00:00:00,6126.00,Payment,18950
1325,5605,2023-03-27 00:00:00,31136.27,Payment,15271
580,5606,2025-04-21 00:00:00,2250.48,Payment,24731
941,5607,2022-06-26 00:00:00,15725.70,Payment,11696
116,5608,2023-10-11 00:00:00,12076.14,Payment,17712
1825,5609,2025-04-16 00:00:00,10177.94,Payment,24681
1612,5610,2020-01-24 00:00:00,616.75,Payment,282
786,5611,2024-08-17 00:00:00,1801.28,Payment,21618
742,5612,2020-07-05 00:00:00,12315.82,Payment,2301
1686,5613,2023-04-14 00:00:00,18528.87,Payment,15494
351,5614,2022-02-04 00:00:00,6881.65,Payment,9894
203,5615,2021-08-16 00:00:00,7804.10,Payment,7628
713,5616,2024-08-30 00:00:00,8158.02,Payment,21778
520,5617,2021-10-15 00:00:00,3640.32,Payment,8402
1800,5618,2021-07-19 00:00:00,4125.19,Payment,7262
240,5619,2024-03-29 00:00:00,5210.16,Payment,19877
321,5620,2020-04-23 00:00:00,45326.74,Payment,1346
386,5621,2025-02-14 00:00:00,591.79,Payment,23907
1801,5622,2024-11-30 00:00:00,24718.08,Payment,22927
511,5623,2022-12-05 00:00:00,17620.80,Payment,13807
1237,5624,2022-02-08 00:00:00,8849.71,Payment,9933
1577,5625,2024-09-28 00:00:00,433.40,Payment,22156
835,5626,2022-02-03 00:00:00,4560.40,Payment,9879
1735,5627,2026-01-09 00:00:00,105640.63,Payment,25737
126,5628,2024-03-28 00:00:00,2313.90,Payment,19866
630,5629,2025-05-24 00:00:00,21047.27,Payment,25186
1210,5630,2021-04-27 00:00:00,1024.80,Payment,6221
727,5631,2024-12-25 00:00:00,1282.85,Payment,23228
814,5632,2021-08-26 00:00:00,6185.13,Payment,7754
265,5633,2024-12-17 00:00:00,36598.40,Payment,23125
1960,5634,2021-08-25 00:00:00,3440.04,Payment,7742
319,5635,2022-02-25 00:00:00,619.56,Payment,10164
699,5636,2026-02-18 00:00:00,109658.56,Payment,25495
1553,5637,2026-01-20 00:00:00,106975.13,Payment,26217
1105,5638,2022-10-03 00:00:00,11986.74,Payment,12997
1973,5639,2020-10-20 00:00:00,1318.74,Payment,3681
1428,5640,2026-01-19 00:00:00,102949.07,Payment,26178
345,5641,2023-01-27 00:00:00,2554.31,Payment,14493
1034,5642,2024-05-14 00:00:00,16319.57,Payment,20449
701,5643,2022-04-13 00:00:00,16559.32,Payment,10760
1051,5644,2025-05-17 00:00:00,6975.35,Payment,25083
1265,5645,2022-06-29 00:00:00,2627.25,Payment,11710
602,5646,2021-09-14 00:00:00,21135.31,Payment,8009
1124,5647,2026-01-25 00:00:00,110974.12,Payment,26268
1161,5648,2026-01-12 00:00:00,102984.85,Payment,25571
404,5649,2023-03-07 00:00:00,16702.49,Payment,14986
1124,5650,2026-01-31 00:00:00,109627.46,Payment,25468
545,5651,2021-07-12 00:00:00,6826.03,Payment,7176
1608,5652,2023-06-21 00:00:00,5616.07,Payment,16303
1139,5653,2025-01-28 00:00:00,26796.10,Payment,23665
1568,5654,2023-02-22 00:00:00,7773.50,Payment,14815
1755,5655,2026-02-05 00:00:00,101572.77,Payment,25702
569,5656,2023-06-17 00:00:00,12279.52,Payment,16252
801,5657,2022-06-24 00:00:00,7089.89,Payment,11660
953,5658,2022-11-15 00:00:00,1809.54,Payment,13576
1059,5659,2026-02-02 00:00:00,101596.71,Payment,25580
82,5660,2022-03-01 00:00:00,12218.00,Payment,10219
1823,5661,2024-09-29 00:00:00,14290.46,Payment,22155
696,5662,2021-10-14 00:00:00,7125.98,Payment,8397
384,5663,2022-06-12 00:00:00,24554.18,Payment,11502
1418,5664,2021-10-25 00:00:00,24120.92,Payment,8516
1617,5665,2023-03-27 00:00:00,16521.95,Payment,15273
12,5666,2021-08-07 00:00:00,11219.34,Payment,7519
462,5667,2026-02-19 00:00:00,105616.84,Payment,25849
939,5668,2021-12-02 00:00:00,8675.05,Payment,9042
596,5669,2021-04-18 00:00:00,12600.27,Payment,6119
1318,5670,2022-05-16 00:00:00,4236.16,Payment,11146
876,5671,2026-01-09 00:00:00,102954.27,Payment,26125
529,5672,2023-07-07 00:00:00,1852.46,Payment,16517
1510,5673,2024-10-25 00:00:00,13202.60,Payment,22485
340,5674,2024-12-13 00:00:00,5552.69,Payment,23057
1378,5675,2024-01-08 00:00:00,588.90,Payment,18838
755,5676,2026-02-09 00:00:00,111001.19,Payment,26197
1749,5677,2023-09-17 00:00:00,4426.20,Payment,17408
958,5678,2021-12-18 00:00:00,19664.96,Payment,9248
1152,5679,2023-10-29 00:00:00,4596.14,Payment,17930
229,5680,2026-02-17 00:00:00,111002.29,Payment,25288
164,5681,2026-02-07 00:00:00,104233.81,Payment,25678
1958,5682,2026-02-10 00:00:00,104272.96,Payment,25293
124,5683,2022-03-02 00:00:00,12671.55,Payment,10221
414,5684,2025-05-28 00:00:00,6509.40,Payment,25222
32,5685,2025-02-25 00:00:00,13241.05,Payment,24042
1706,5686,2022-06-22 00:00:00,7938.07,Payment,11629
252,5687,2024-04-09 00:00:00,2498.10,Payment,20003
1121,5688,2022-01-27 00:00:00,9272.65,Payment,9782
502,5689,2024-06-08 00:00:00,9311.69,Payment,20744
1974,5690,2022-10-28 00:00:00,11157.75,Payment,13334
1560,5691,2024-08-07 00:00:00,8081.39,Payment,21487
1987,5692,2020-01-27 00:00:00,4483.39,Payment,318
151,5693,2023-01-07 00:00:00,8191.16,Payment,14258
219,5694,2020-10-16 00:00:00,13541.85,Payment,3626
1257,5695,2026-01-28 00:00:00,116333.37,Payment,25990
1769,5696,2023-07-23 00:00:00,10607.55,Payment,16718
1022,5697,2024-08-24 00:00:00,16973.99,Payment,21712
262,5698,2023-05-14 00:00:00,11878.14,Payment,15859
1475,5699,2024-03-15 00:00:00,5168.67,Payment,19698
424,5700,2021-03-26 00:00:00,4916.12,Payment,5790
497,5701,2022-09-25 00:00:00,13731.58,Payment,12884
831,5702,2022-01-27 00:00:00,4597.50,Payment,9769
172,5703,2026-01-09 00:00:00,112300.36,Payment,26372
1826,5704,2026-01-26 00:00:00,113627.70,Payment,25700
1898,5705,2024-11-01 00:00:00,22731.30,Payment,22563
1873,5706,2023-09-14 00:00:00,18334.13,Payment,17373
766,5707,2024-09-08 00:00:00,8719.48,Payment,21895
660,5708,2023-12-28 00:00:00,16152.03,Payment,18677
656,5709,2021-06-26 00:00:00,22737.88,Payment,6987
1393,5710,2021-01-24 00:00:00,19591.88,Payment,4967
1563,5711,2026-02-03 00:00:00,113637.06,Payment,26309
425,5712,2025-04-06 00:00:00,12201.33,Payment,24566
581,5713,2022-04-06 00:00:00,25039.32,Payment,10670
736,5714,2026-01-26 00:00:00,108294.79,Payment,26233
507,5715,2026-01-23 00:00:00,104295.58,Payment,26072
1426,5716,2024-08-15 00:00:00,20504.70,Payment,21608
1432,5717,2025-02-04 00:00:00,29698.67,Payment,23762
677,5718,2020-04-22 00:00:00,3355.56,Payment,1326
55,5719,2022-06-12 00:00:00,13414.03,Payment,11489
1579,5720,2021-11-07 00:00:00,854.77,Payment,8707
61,5721,2023-08-07 00:00:00,7174.26,Payment,16896
499,5722,2024-09-21 00:00:00,12230.57,Payment,22062
1765,5723,2026-02-11 00:00:00,104221.52,Payment,25862
218,5724,2024-12-22 00:00:00,28316.73,Payment,23189
1308,5725,2024-01-17 00:00:00,6935.95,Payment,18951
1447,5726,2020-05-16 00:00:00,12283.77,Payment,1648
1182,5727,2022-08-16 00:00:00,8428.31,Payment,12372
638,5728,2026-01-16 00:00:00,112292.23,Payment,25902
647,5729,2021-01-18 00:00:00,10405.00,Payment,4896
32,5730,2026-01-11 00:00:00,112317.92,Payment,26347
1933,5731,2020-12-18 00:00:00,6340.18,Payment,4494
1283,5732,2026-01-08 00:00:00,109632.22,Payment,25926
638,5733,2026-01-22 00:00:00,109616.33,Payment,25502
3,5734,2022-06-19 00:00:00,5927.99,Payment,11580
251,5735,2026-01-13 00:00:00,109656.01,Payment,25436
1219,5736,2023-06-26 00:00:00,14201.23,Payment,16382
560,5737,2020-11-21 00:00:00,14812.42,Payment,4102
1501,5738,2020-07-22 00:00:00,7843.31,Payment,2482
1837,5739,2022-04-27 00:00:00,10293.85,Payment,10891
180,5740,2021-01-11 00:00:00,2907.54,Payment,4793
1132,5741,2023-08-06 00:00:00,22547.41,Payment,16873
1940,5742,2023-02-18 00:00:00,1691.01,Payment,14778
849,5743,2022-07-02 00:00:00,3275.97,Payment,11771
197,5744,2021-03-29 00:00:00,5904.46,Payment,5842
1879,5745,2021-11-05 00:00:00,9542.13,Payment,8700
1907,5746,2020-07-12 00:00:00,8770.23,Payment,2361
1621,5747,2021-11-10 00:00:00,1678.51,Payment,8766
1030,5748,2024-03-23 00:00:00,1644.50,Payment,19801
1308,5749,2022-12-11 00:00:00,898.85,Payment,13906
1563,5750,2026-02-15 00:00:00,108270.27,Payment,25509
128,5751,2022-04-08 00:00:00,1466.96,Payment,10688
1207,5752,2023-09-11 00:00:00,10717.89,Payment,17346
501,5753,2026-01-12 00:00:00,101620.50,Payment,25380
426,5754,2020-03-18 00:00:00,3077.40,Payment,899
32,5755,2026-01-24 00:00:00,113635.96,Payment,25947
604,5756,2024-06-11 00:00:00,1057.98,Payment,20791
1769,5757,2024-08-28 00:00:00,9816.99,Payment,21749
853,5758,2023-10-06 00:00:00,10451.30,Payment,17664
1695,5759,2024-10-01 00:00:00,3643.23,Payment,22173
940,5760,2022-01-31 00:00:00,7137.37,Payment,9821
107,5761,2024-02-20 00:00:00,24527.31,Payment,19378
669,5762,2021-02-10 00:00:00,8138.62,Payment,5183
1770,5763,2020-04-25 00:00:00,17437.46,Payment,1354
718,5764,2026-01-19 00:00:00,106973.23,Payment,25710
1931,5765,2023-05-17 00:00:00,4098.68,Payment,15901
1785,5766,2020-02-12 00:00:00,13354.52,Payment,500
718,5767,2026-02-12 00:00:00,106914.76,Payment,26110
1834,5768,2021-03-04 00:00:00,5573.68,Payment,5461
1037,5769,2023-04-18 00:00:00,24185.09,Payment,15572
1466,5770,2024-10-13 00:00:00,2450.60,Payment,22311
976,5771,2020-10-08 00:00:00,22148.80,Payment,3519
1906,5772,2025-04-09 00:00:00,11795.80,Payment,24598
1068,5773,2023-03-10 00:00:00,19185.26,Payment,15023
1583,5774,2023-04-20 00:00:00,8716.58,Payment,15596
1825,5775,2024-04-01 00:00:00,9898.83,Payment,19915
337,5776,2021-01-13 00:00:00,19989.74,Payment,4827
502,5777,2025-02-08 00:00:00,11088.32,Payment,23807
716,5778,2025-01-17 00:00:00,22270.65,Payment,23529
500,5779,2022-08-01 00:00:00,12380.13,Payment,12181
211,5780,2021-01-22 00:00:00,7812.85,Payment,4959
365,5781,2020-06-26 00:00:00,24677.10,Payment,2164
1262,5782,2026-02-02 00:00:00,104234.03,Payment,25738
1063,5783,2022-06-25 00:00:00,5822.93,Payment,11685
1673,5784,2021-03-13 00:00:00,1943.55,Payment,5595
114,5785,2022-12-11 00:00:00,16498.77,Payment,13904
767,5786,2020-08-22 00:00:00,8760.53,Payment,2929
22,5787,2024-12-08 00:00:00,21904.69,Payment,23012
834,5788,2024-05-06 00:00:00,10557.68,Payment,20350
1112,5789,2021-02-21 00:00:00,17806.77,Payment,5315
333,5790,2023-02-01 00:00:00,4719.10,Payment,14570
563,5791,2020-11-12 00:00:00,6737.21,Payment,3986
181,5792,2022-05-19 00:00:00,6563.10,Payment,11188
578,5793,2020-08-03 00:00:00,10212.10,Payment,2661
360,5794,2021-11-21 00:00:00,16412.37,Payment,8898
1767,5795,2024-09-05 00:00:00,5215.63,Payment,21851
1970,5796,2026-02-09 00:00:00,108281.61,Payment,25359
898,5797,2023-02-07 00:00:00,25425.30,Payment,14646
1877,5798,2023-01-30 00:00:00,37413.32,Payment,14546
1861,5799,2021-03-15 00:00:00,1695.67,Payment,5622
796,5800,2021-03-04 00:00:00,13421.00,Payment,5470
1352,5801,2024-12-28 00:00:00,5812.24,Payment,23259
351,5802,2020-08-11 00:00:00,18343.24,Payment,2749
1368,5803,2023-02-22 00:00:00,6062.38,Payment,14816
286,5804,2021-02-18 00:00:00,7266.57,Payment,5276
756,5805,2023-11-23 00:00:00,20478.74,Payment,18240
63,5806,2021-12-17 00:00:00,12973.35,Payment,9242
1156,5807,2023-08-10 00:00:00,507.20,Payment,16933
389,5808,2025-02-24 00:00:00,5425.86,Payment,24037
277,5809,2026-02-17 00:00:00,113645.99,Payment,26277
708,5810,2021-05-03 00:00:00,20893.80,Payment,6325
10,5811,2020-07-18 00:00:00,3696.55,Payment,2456
1346,5812,2023-08-18 00:00:00,9130.89,Payment,17036
1893,5813,2023-02-20 00:00:00,4289.85,Payment,14790
232,5814,2022-01-24 00:00:00,7958.97,Payment,9733
86,5815,2021-03-16 00:00:00,24804.98,Payment,5639
742,5816,2026-01-29 00:00:00,102917.02,Payment,25807
1830,5817,2020-06-01 00:00:00,7710.98,Payment,1843
1103,5818,2022-09-27 00:00:00,5231.93,Payment,12931
1160,5819,2023-12-30 00:00:00,12995.97,Payment,18716
25,5820,2026-01-06 00:00:00,100297.99,Payment,25344
84,5821,2025-03-31 00:00:00,2345.27,Payment,24500
1238,5822,2020-09-05 00:00:00,7789.97,Payment,3101
1844,5823,2020-09-11 00:00:00,17453.13,Payment,3194
532,5824,2022-07-27 00:00:00,8836.07,Payment,12117
1885,5825,2025-01-12 00:00:00,8286.98,Payment,23465
895,5826,2024-08-09 00:00:00,436.58,Payment,21533
1032,5827,2024-03-02 00:00:00,2292.25,Payment,19515
1958,5828,2022-05-18 00:00:00,8212.23,Payment,11168
1250,5829,2020-05-13 00:00:00,699.44,Payment,1600
1247,5830,2026-02-14 00:00:00,98970.37,Payment,26094
243,5831,2023-03-20 00:00:00,6463.43,Payment,15178
1002,5832,2026-01-16 00:00:00,108310.00,Payment,25727
777,5833,2024-11-12 00:00:00,4733.78,Payment,22708
889,5834,2021-12-03 00:00:00,1208.23,Payment,9061
1795,5835,2023-06-05 00:00:00,5474.99,Payment,16117
585,5836,2021-12-02 00:00:00,2116.49,Payment,9036
1647,5837,2025-01-06 00:00:00,42557.58,Payment,23359
547,5838,2021-11-07 00:00:00,17991.80,Payment,8721
39,5839,2023-04-24 00:00:00,14056.40,Payment,15629
686,5840,2023-05-23 00:00:00,2487.91,Payment,15974
728,5841,2022-10-30 00:00:00,14798.19,Payment,13360
1451,5842,2022-02-24 00:00:00,14070.30,Payment,10162
1912,5843,2021-12-06 00:00:00,8071.61,Payment,9089
517,5844,2020-11-19 00:00:00,19979.66,Payment,4075
1047,5845,2024-12-25 00:00:00,280.68,Payment,23224
41,5846,2021-03-18 00:00:00,10948.45,Payment,5674
1099,5847,2024-01-09 00:00:00,4011.04,Payment,18831
469,5848,2020-02-01 00:00:00,1402.64,Payment,382
857,5849,2021-09-15 00:00:00,1860.87,Payment,8030
1949,5850,2021-04-28 00:00:00,1590.44,Payment,6246
1870,5851,2021-12-19 00:00:00,11859.20,Payment,9252
1507,5852,2025-04-22 00:00:00,26812.79,Payment,24758
1706,5853,2026-01-22 00:00:00,106988.74,Payment,25432
