"order_id"	"delivery_type"	"order_date"	"shipping_date"	"delay_days"
9768	"Same_Day"	"2022-01-27"	"2022-02-25"	29
9830	"Express"	"2022-01-31"	"2022-03-01"	29
9851	"Same_Day"	"2022-02-02"	"2022-03-03"	29
9956	"Express"	"2022-02-10"	"2022-03-11"	29
9978	"Same_Day"	"2022-02-12"	"2022-03-13"	29
9980	"Same_Day"	"2022-02-12"	"2022-03-13"	29
10172	"Same_Day"	"2022-02-26"	"2022-03-27"	29
10319	"Express"	"2022-03-09"	"2022-04-07"	29
10344	"Express"	"2022-03-11"	"2022-04-09"	29
10347	"Same_Day"	"2022-03-12"	"2022-04-10"	29
10497	"Express"	"2022-03-23"	"2022-04-21"	29
10564	"Same_Day"	"2022-03-29"	"2022-04-27"	29
10641	"Express"	"2022-04-04"	"2022-05-03"	29
10741	"Express"	"2022-04-12"	"2022-05-11"	29
10814	"Express"	"2022-04-19"	"2022-05-18"	29
10867	"Express"	"2022-04-24"	"2022-05-23"	29
10874	"Express"	"2022-04-25"	"2022-05-24"	29
11112	"Same_Day"	"2022-05-14"	"2022-06-12"	29
11116	"Express"	"2022-05-14"	"2022-06-12"	29
11137	"Same_Day"	"2022-05-16"	"2022-06-14"	29
11235	"Express"	"2022-05-23"	"2022-06-21"	29
11295	"Same_Day"	"2022-05-28"	"2022-06-26"	29
11303	"Express"	"2022-05-29"	"2022-06-27"	29
11475	"Express"	"2022-06-11"	"2022-07-10"	29
11530	"Same_Day"	"2022-06-16"	"2022-07-15"	29
11574	"Same_Day"	"2022-06-19"	"2022-07-18"	29
11595	"Express"	"2022-06-20"	"2022-07-19"	29
11679	"Same_Day"	"2022-06-25"	"2022-07-24"	29
11728	"Express"	"2022-06-30"	"2022-07-29"	29
11770	"Express"	"2022-07-03"	"2022-08-01"	29
11894	"Express"	"2022-07-12"	"2022-08-10"	29
11943	"Same_Day"	"2022-07-17"	"2022-08-15"	29
12015	"Same_Day"	"2022-07-21"	"2022-08-19"	29
12019	"Same_Day"	"2022-07-21"	"2022-08-19"	29
12058	"Same_Day"	"2022-07-23"	"2022-08-21"	29
12060	"Same_Day"	"2022-07-23"	"2022-08-21"	29
12083	"Express"	"2022-07-24"	"2022-08-22"	29
12132	"Same_Day"	"2022-07-29"	"2022-08-27"	29
12209	"Express"	"2022-08-04"	"2022-09-02"	29
12284	"Express"	"2022-08-11"	"2022-09-09"	29
12366	"Same_Day"	"2022-08-16"	"2022-09-14"	29
12453	"Same_Day"	"2022-08-24"	"2022-09-22"	29
12493	"Express"	"2022-08-27"	"2022-09-25"	29
12525	"Express"	"2022-08-29"	"2022-09-27"	29
12528	"Same_Day"	"2022-08-30"	"2022-09-28"	29
12530	"Express"	"2022-08-30"	"2022-09-28"	29
12562	"Express"	"2022-09-02"	"2022-10-01"	29
12581	"Express"	"2022-09-03"	"2022-10-02"	29
12627	"Same_Day"	"2022-09-07"	"2022-10-06"	29
12728	"Same_Day"	"2022-09-14"	"2022-10-13"	29
12740	"Same_Day"	"2022-09-15"	"2022-10-14"	29
12791	"Same_Day"	"2022-09-19"	"2022-10-18"	29
12834	"Express"	"2022-09-22"	"2022-10-21"	29
12836	"Express"	"2022-09-22"	"2022-10-21"	29
12854	"Same_Day"	"2022-09-23"	"2022-10-22"	29
12884	"Same_Day"	"2022-09-25"	"2022-10-24"	29
12900	"Express"	"2022-09-26"	"2022-10-25"	29
12975	"Express"	"2022-10-02"	"2022-10-31"	29
13013	"Same_Day"	"2022-10-05"	"2022-11-03"	29
13041	"Same_Day"	"2022-10-06"	"2022-11-04"	29
13111	"Express"	"2022-10-10"	"2022-11-08"	29
13231	"Same_Day"	"2022-10-20"	"2022-11-18"	29
13260	"Same_Day"	"2022-10-23"	"2022-11-21"	29
13395	"Same_Day"	"2022-11-02"	"2022-12-01"	29
13418	"Same_Day"	"2022-11-03"	"2022-12-02"	29
13449	"Same_Day"	"2022-11-05"	"2022-12-04"	29
13455	"Same_Day"	"2022-11-06"	"2022-12-05"	29
13606	"Same_Day"	"2022-11-19"	"2022-12-18"	29
13676	"Same_Day"	"2022-11-24"	"2022-12-23"	29
13735	"Same_Day"	"2022-11-29"	"2022-12-28"	29
13815	"Same_Day"	"2022-12-05"	"2023-01-03"	29
13837	"Express"	"2022-12-06"	"2023-01-04"	29
13909	"Express"	"2022-12-12"	"2023-01-10"	29
14011	"Express"	"2022-12-20"	"2023-01-18"	29
14156	"Same_Day"	"2022-12-29"	"2023-01-27"	29
14185	"Same_Day"	"2022-12-31"	"2023-01-29"	29
14247	"Express"	"2023-01-06"	"2023-02-04"	29
14378	"Express"	"2023-01-17"	"2023-02-15"	29
14512	"Same_Day"	"2023-01-28"	"2023-02-26"	29
14516	"Express"	"2023-01-29"	"2023-02-27"	29
14787	"Same_Day"	"2023-02-20"	"2023-03-21"	29
14893	"Same_Day"	"2023-02-28"	"2023-03-29"	29
14901	"Same_Day"	"2023-03-01"	"2023-03-30"	29
14959	"Same_Day"	"2023-03-05"	"2023-04-03"	29
15032	"Same_Day"	"2023-03-10"	"2023-04-08"	29
15048	"Same_Day"	"2023-03-11"	"2023-04-09"	29
15156	"Express"	"2023-03-19"	"2023-04-17"	29
15157	"Same_Day"	"2023-03-19"	"2023-04-17"	29
15210	"Express"	"2023-03-23"	"2023-04-21"	29
15259	"Same_Day"	"2023-03-27"	"2023-04-25"	29
15586	"Express"	"2023-04-20"	"2023-05-19"	29
15640	"Same_Day"	"2023-04-25"	"2023-05-24"	29
15796	"Express"	"2023-05-09"	"2023-06-07"	29
15948	"Express"	"2023-05-21"	"2023-06-19"	29
15962	"Express"	"2023-05-22"	"2023-06-20"	29
15995	"Express"	"2023-05-26"	"2023-06-24"	29
16106	"Express"	"2023-06-05"	"2023-07-04"	29
16219	"Same_Day"	"2023-06-15"	"2023-07-14"	29
16240	"Express"	"2023-06-17"	"2023-07-16"	29
16267	"Express"	"2023-06-19"	"2023-07-18"	29
16376	"Express"	"2023-06-26"	"2023-07-25"	29
16547	"Express"	"2023-07-10"	"2023-08-08"	29
16563	"Express"	"2023-07-12"	"2023-08-10"	29
16646	"Express"	"2023-07-19"	"2023-08-17"	29
16670	"Express"	"2023-07-21"	"2023-08-19"	29
16808	"Same_Day"	"2023-07-31"	"2023-08-29"	29
16831	"Same_Day"	"2023-08-02"	"2023-08-31"	29
16862	"Express"	"2023-08-05"	"2023-09-03"	29
16925	"Express"	"2023-08-10"	"2023-09-08"	29
16965	"Same_Day"	"2023-08-13"	"2023-09-11"	29
17022	"Express"	"2023-08-17"	"2023-09-15"	29
17093	"Same_Day"	"2023-08-22"	"2023-09-20"	29
17097	"Same_Day"	"2023-08-23"	"2023-09-21"	29
17105	"Express"	"2023-08-23"	"2023-09-21"	29
17196	"Same_Day"	"2023-08-30"	"2023-09-28"	29
17221	"Express"	"2023-09-01"	"2023-09-30"	29
17297	"Same_Day"	"2023-09-07"	"2023-10-06"	29
17328	"Same_Day"	"2023-09-10"	"2023-10-09"	29
17449	"Express"	"2023-09-21"	"2023-10-20"	29
17472	"Express"	"2023-09-22"	"2023-10-21"	29
17529	"Same_Day"	"2023-09-26"	"2023-10-25"	29
17579	"Same_Day"	"2023-09-29"	"2023-10-28"	29
17610	"Express"	"2023-10-02"	"2023-10-31"	29
17614	"Same_Day"	"2023-10-02"	"2023-10-31"	29
17654	"Express"	"2023-10-07"	"2023-11-05"	29
17688	"Same_Day"	"2023-10-09"	"2023-11-07"	29
17718	"Express"	"2023-10-12"	"2023-11-10"	29
17825	"Same_Day"	"2023-10-20"	"2023-11-18"	29
17972	"Same_Day"	"2023-11-02"	"2023-12-01"	29
18027	"Same_Day"	"2023-11-06"	"2023-12-05"	29
18046	"Express"	"2023-11-07"	"2023-12-06"	29
18061	"Same_Day"	"2023-11-09"	"2023-12-08"	29
18159	"Express"	"2023-11-18"	"2023-12-17"	29
18164	"Same_Day"	"2023-11-18"	"2023-12-17"	29
18209	"Same_Day"	"2023-11-21"	"2023-12-20"	29
18262	"Express"	"2023-11-24"	"2023-12-23"	29
18335	"Same_Day"	"2023-12-01"	"2023-12-30"	29
18337	"Same_Day"	"2023-12-01"	"2023-12-30"	29
18382	"Same_Day"	"2023-12-04"	"2024-01-02"	29
18472	"Express"	"2023-12-11"	"2024-01-09"	29
18502	"Same_Day"	"2023-12-13"	"2024-01-11"	29
18519	"Express"	"2023-12-14"	"2024-01-12"	29
18533	"Express"	"2023-12-16"	"2024-01-14"	29
18543	"Same_Day"	"2023-12-17"	"2024-01-15"	29
18544	"Same_Day"	"2023-12-17"	"2024-01-15"	29
18602	"Express"	"2023-12-21"	"2024-01-19"	29
18651	"Express"	"2023-12-27"	"2024-01-25"	29
18730	"Same_Day"	"2024-01-01"	"2024-01-30"	29
18803	"Same_Day"	"2024-01-07"	"2024-02-05"	29
18835	"Express"	"2024-01-09"	"2024-02-07"	29
18904	"Same_Day"	"2024-01-14"	"2024-02-12"	29
18978	"Express"	"2024-01-19"	"2024-02-17"	29
19000	"Express"	"2024-01-21"	"2024-02-19"	29
19065	"Same_Day"	"2024-01-25"	"2024-02-23"	29
19081	"Same_Day"	"2024-01-27"	"2024-02-25"	29
19100	"Express"	"2024-01-29"	"2024-02-27"	29
19123	"Same_Day"	"2024-01-31"	"2024-02-29"	29
19190	"Same_Day"	"2024-02-05"	"2024-03-05"	29
19220	"Express"	"2024-02-07"	"2024-03-07"	29
19276	"Express"	"2024-02-11"	"2024-03-11"	29
19653	"Same_Day"	"2024-03-12"	"2024-04-10"	29
19692	"Same_Day"	"2024-03-14"	"2024-04-12"	29
19717	"Same_Day"	"2024-03-16"	"2024-04-14"	29
19843	"Same_Day"	"2024-03-27"	"2024-04-25"	29
19991	"Express"	"2024-04-10"	"2024-05-09"	29
20105	"Same_Day"	"2024-04-18"	"2024-05-17"	29
20232	"Express"	"2024-04-28"	"2024-05-27"	29
20242	"Express"	"2024-04-29"	"2024-05-28"	29
20435	"Same_Day"	"2024-05-14"	"2024-06-12"	29
20718	"Express"	"2024-06-06"	"2024-07-05"	29
20729	"Express"	"2024-06-07"	"2024-07-06"	29
20804	"Same_Day"	"2024-06-12"	"2024-07-11"	29
20860	"Same_Day"	"2024-06-16"	"2024-07-15"	29
20892	"Express"	"2024-06-19"	"2024-07-18"	29
20904	"Same_Day"	"2024-06-20"	"2024-07-19"	29
20974	"Express"	"2024-06-26"	"2024-07-25"	29
21023	"Same_Day"	"2024-06-30"	"2024-07-29"	29
21053	"Same_Day"	"2024-07-02"	"2024-07-31"	29
21079	"Express"	"2024-07-05"	"2024-08-03"	29
21085	"Express"	"2024-07-05"	"2024-08-03"	29
21112	"Same_Day"	"2024-07-07"	"2024-08-05"	29
21139	"Express"	"2024-07-10"	"2024-08-08"	29
21159	"Express"	"2024-07-11"	"2024-08-09"	29
21161	"Express"	"2024-07-11"	"2024-08-09"	29
21166	"Express"	"2024-07-12"	"2024-08-10"	29
21235	"Express"	"2024-07-18"	"2024-08-16"	29
21252	"Same_Day"	"2024-07-20"	"2024-08-18"	29
21351	"Same_Day"	"2024-07-28"	"2024-08-26"	29
21384	"Express"	"2024-07-30"	"2024-08-28"	29
21621	"Same_Day"	"2024-08-18"	"2024-09-16"	29
21654	"Same_Day"	"2024-08-20"	"2024-09-18"	29
21721	"Express"	"2024-08-26"	"2024-09-24"	29
21770	"Express"	"2024-08-30"	"2024-09-28"	29
21840	"Same_Day"	"2024-09-04"	"2024-10-03"	29
21989	"Express"	"2024-09-15"	"2024-10-14"	29
22112	"Express"	"2024-09-26"	"2024-10-25"	29
22152	"Same_Day"	"2024-09-29"	"2024-10-28"	29
22210	"Express"	"2024-10-04"	"2024-11-02"	29
22349	"Same_Day"	"2024-10-16"	"2024-11-14"	29
22404	"Same_Day"	"2024-10-20"	"2024-11-18"	29
22408	"Express"	"2024-10-20"	"2024-11-18"	29
22420	"Express"	"2024-10-22"	"2024-11-20"	29
22441	"Same_Day"	"2024-10-23"	"2024-11-21"	29
22708	"Express"	"2024-11-13"	"2024-12-12"	29
22760	"Same_Day"	"2024-11-17"	"2024-12-16"	29
22763	"Express"	"2024-11-18"	"2024-12-17"	29
22764	"Express"	"2024-11-18"	"2024-12-17"	29
22916	"Same_Day"	"2024-11-29"	"2024-12-28"	29
22927	"Same_Day"	"2024-11-30"	"2024-12-29"	29
22940	"Same_Day"	"2024-12-02"	"2024-12-31"	29
22973	"Same_Day"	"2024-12-05"	"2025-01-03"	29
22982	"Same_Day"	"2024-12-06"	"2025-01-04"	29
22983	"Express"	"2024-12-06"	"2025-01-04"	29
22992	"Same_Day"	"2024-12-07"	"2025-01-05"	29
23066	"Same_Day"	"2024-12-14"	"2025-01-12"	29
23089	"Same_Day"	"2024-12-15"	"2025-01-13"	29
23152	"Express"	"2024-12-19"	"2025-01-17"	29
23290	"Express"	"2024-12-31"	"2025-01-29"	29
23319	"Express"	"2025-01-02"	"2025-01-31"	29
23328	"Same_Day"	"2025-01-03"	"2025-02-01"	29
23343	"Same_Day"	"2025-01-04"	"2025-02-02"	29
23373	"Same_Day"	"2025-01-06"	"2025-02-04"	29
23387	"Same_Day"	"2025-01-07"	"2025-02-05"	29
23434	"Same_Day"	"2025-01-11"	"2025-02-09"	29
23558	"Express"	"2025-01-21"	"2025-02-19"	29
23684	"Express"	"2025-01-30"	"2025-02-28"	29
23738	"Same_Day"	"2025-02-03"	"2025-03-04"	29
23747	"Same_Day"	"2025-02-04"	"2025-03-05"	29
23781	"Same_Day"	"2025-02-07"	"2025-03-08"	29
23795	"Same_Day"	"2025-02-08"	"2025-03-09"	29
23834	"Express"	"2025-02-09"	"2025-03-10"	29
23864	"Express"	"2025-02-11"	"2025-03-12"	29
23896	"Express"	"2025-02-14"	"2025-03-15"	29
24051	"Same_Day"	"2025-02-26"	"2025-03-27"	29
24094	"Express"	"2025-03-01"	"2025-03-30"	29
24159	"Same_Day"	"2025-03-05"	"2025-04-03"	29
24276	"Express"	"2025-03-14"	"2025-04-12"	29
24344	"Express"	"2025-03-20"	"2025-04-18"	29
24424	"Same_Day"	"2025-03-25"	"2025-04-23"	29
24486	"Same_Day"	"2025-03-30"	"2025-04-28"	29
24558	"Same_Day"	"2025-04-05"	"2025-05-04"	29
24597	"Express"	"2025-04-09"	"2025-05-08"	29
24720	"Express"	"2025-04-20"	"2025-05-19"	29
24819	"Same_Day"	"2025-04-28"	"2025-05-27"	29
24913	"Express"	"2025-05-05"	"2025-06-03"	29
24919	"Express"	"2025-05-05"	"2025-06-03"	29
24927	"Express"	"2025-05-05"	"2025-06-03"	29
25154	"Express"	"2025-05-23"	"2025-06-21"	29
25160	"Express"	"2025-05-23"	"2025-06-21"	29
25170	"Same_Day"	"2025-05-24"	"2025-06-22"	29
25216	"Express"	"2025-05-28"	"2025-06-26"	29
42	"Same_Day"	"2020-01-04"	"2020-02-01"	28
45	"Express"	"2020-01-05"	"2020-02-02"	28
145	"Same_Day"	"2020-01-15"	"2020-02-12"	28
151	"Express"	"2020-01-15"	"2020-02-12"	28
218	"Express"	"2020-01-20"	"2020-02-17"	28
235	"Same_Day"	"2020-01-21"	"2020-02-18"	28
242	"Same_Day"	"2020-01-22"	"2020-02-19"	28
350	"Same_Day"	"2020-01-31"	"2020-02-28"	28
370	"Express"	"2020-02-01"	"2020-02-29"	28
463	"Express"	"2020-02-09"	"2020-03-08"	28
504	"Express"	"2020-02-12"	"2020-03-11"	28
508	"Same_Day"	"2020-02-12"	"2020-03-11"	28
549	"Same_Day"	"2020-02-15"	"2020-03-14"	28
678	"Express"	"2020-02-27"	"2020-03-26"	28
800	"Same_Day"	"2020-03-08"	"2020-04-05"	28
921	"Same_Day"	"2020-03-19"	"2020-04-16"	28
950	"Express"	"2020-03-21"	"2020-04-18"	28
1041	"Express"	"2020-03-30"	"2020-04-27"	28
1085	"Express"	"2020-04-02"	"2020-04-30"	28
1191	"Same_Day"	"2020-04-11"	"2020-05-09"	28
1241	"Same_Day"	"2020-04-15"	"2020-05-13"	28
1298	"Express"	"2020-04-20"	"2020-05-18"	28
1343	"Express"	"2020-04-24"	"2020-05-22"	28
1356	"Same_Day"	"2020-04-25"	"2020-05-23"	28
1420	"Same_Day"	"2020-04-29"	"2020-05-27"	28
1425	"Express"	"2020-04-30"	"2020-05-28"	28
1489	"Same_Day"	"2020-05-05"	"2020-06-02"	28
1599	"Express"	"2020-05-14"	"2020-06-11"	28
1669	"Express"	"2020-05-19"	"2020-06-16"	28
2079	"Same_Day"	"2020-06-19"	"2020-07-17"	28
2254	"Express"	"2020-07-03"	"2020-07-31"	28
2255	"Same_Day"	"2020-07-03"	"2020-07-31"	28
2298	"Express"	"2020-07-06"	"2020-08-03"	28
2328	"Express"	"2020-07-09"	"2020-08-06"	28
2464	"Same_Day"	"2020-07-20"	"2020-08-17"	28
2475	"Same_Day"	"2020-07-22"	"2020-08-19"	28
2610	"Same_Day"	"2020-07-31"	"2020-08-28"	28
2689	"Express"	"2020-08-07"	"2020-09-04"	28
3024	"Same_Day"	"2020-08-30"	"2020-09-27"	28
3039	"Same_Day"	"2020-09-01"	"2020-09-29"	28
3056	"Same_Day"	"2020-09-03"	"2020-10-01"	28
3142	"Same_Day"	"2020-09-08"	"2020-10-06"	28
3230	"Same_Day"	"2020-09-14"	"2020-10-12"	28
3369	"Same_Day"	"2020-09-25"	"2020-10-23"	28
3391	"Express"	"2020-09-27"	"2020-10-25"	28
3436	"Same_Day"	"2020-10-01"	"2020-10-29"	28
3802	"Same_Day"	"2020-10-30"	"2020-11-27"	28
3821	"Same_Day"	"2020-10-31"	"2020-11-28"	28
3867	"Same_Day"	"2020-11-03"	"2020-12-01"	28
3876	"Express"	"2020-11-04"	"2020-12-02"	28
3917	"Same_Day"	"2020-11-07"	"2020-12-05"	28
3966	"Express"	"2020-11-10"	"2020-12-08"	28
3974	"Same_Day"	"2020-11-11"	"2020-12-09"	28
4105	"Same_Day"	"2020-11-22"	"2020-12-20"	28
4141	"Same_Day"	"2020-11-24"	"2020-12-22"	28
4246	"Same_Day"	"2020-11-30"	"2020-12-28"	28
4425	"Express"	"2020-12-14"	"2021-01-11"	28
4612	"Express"	"2020-12-27"	"2021-01-24"	28
4691	"Express"	"2021-01-03"	"2021-01-31"	28
4731	"Same_Day"	"2021-01-06"	"2021-02-03"	28
5200	"Express"	"2021-02-12"	"2021-03-12"	28
5315	"Express"	"2021-02-21"	"2021-03-21"	28
5357	"Same_Day"	"2021-02-24"	"2021-03-24"	28
5499	"Express"	"2021-03-06"	"2021-04-03"	28
5543	"Express"	"2021-03-10"	"2021-04-07"	28
5657	"Same_Day"	"2021-03-17"	"2021-04-14"	28
5664	"Express"	"2021-03-18"	"2021-04-15"	28
5708	"Same_Day"	"2021-03-22"	"2021-04-19"	28
5717	"Same_Day"	"2021-03-22"	"2021-04-19"	28
5754	"Same_Day"	"2021-03-24"	"2021-04-21"	28
5765	"Express"	"2021-03-25"	"2021-04-22"	28
5936	"Express"	"2021-04-06"	"2021-05-04"	28
6173	"Express"	"2021-04-23"	"2021-05-21"	28
6188	"Same_Day"	"2021-04-24"	"2021-05-22"	28
6436	"Same_Day"	"2021-05-12"	"2021-06-09"	28
6608	"Same_Day"	"2021-05-25"	"2021-06-22"	28
6704	"Express"	"2021-06-02"	"2021-06-30"	28
6799	"Same_Day"	"2021-06-10"	"2021-07-08"	28
6854	"Express"	"2021-06-14"	"2021-07-12"	28
6863	"Express"	"2021-06-15"	"2021-07-13"	28
7120	"Express"	"2021-07-08"	"2021-08-05"	28
7192	"Express"	"2021-07-13"	"2021-08-10"	28
7210	"Express"	"2021-07-15"	"2021-08-12"	28
7246	"Same_Day"	"2021-07-18"	"2021-08-15"	28
7461	"Same_Day"	"2021-08-02"	"2021-08-30"	28
7483	"Express"	"2021-08-04"	"2021-09-01"	28
7494	"Same_Day"	"2021-08-05"	"2021-09-02"	28
7502	"Express"	"2021-08-06"	"2021-09-03"	28
7508	"Express"	"2021-08-06"	"2021-09-03"	28
7652	"Express"	"2021-08-19"	"2021-09-16"	28
7712	"Express"	"2021-08-24"	"2021-09-21"	28
7729	"Express"	"2021-08-25"	"2021-09-22"	28
7824	"Same_Day"	"2021-08-31"	"2021-09-28"	28
7943	"Express"	"2021-09-08"	"2021-10-06"	28
7946	"Same_Day"	"2021-09-08"	"2021-10-06"	28
8060	"Express"	"2021-09-19"	"2021-10-17"	28
8122	"Same_Day"	"2021-09-24"	"2021-10-22"	28
8151	"Express"	"2021-09-26"	"2021-10-24"	28
8152	"Express"	"2021-09-26"	"2021-10-24"	28
8234	"Express"	"2021-10-02"	"2021-10-30"	28
8260	"Express"	"2021-10-03"	"2021-10-31"	28
8273	"Express"	"2021-10-04"	"2021-11-01"	28
8506	"Same_Day"	"2021-10-24"	"2021-11-21"	28
8565	"Express"	"2021-10-28"	"2021-11-25"	28
8571	"Express"	"2021-10-28"	"2021-11-25"	28
8592	"Same_Day"	"2021-10-29"	"2021-11-26"	28
8599	"Same_Day"	"2021-10-30"	"2021-11-27"	28
8604	"Same_Day"	"2021-10-30"	"2021-11-27"	28
8837	"Express"	"2021-11-17"	"2021-12-15"	28
9055	"Express"	"2021-12-04"	"2022-01-01"	28
9062	"Express"	"2021-12-05"	"2022-01-02"	28
9084	"Same_Day"	"2021-12-06"	"2022-01-03"	28
9182	"Same_Day"	"2021-12-13"	"2022-01-10"	28
9209	"Same_Day"	"2021-12-15"	"2022-01-12"	28
9241	"Same_Day"	"2021-12-18"	"2022-01-15"	28
9284	"Express"	"2021-12-22"	"2022-01-19"	28
9292	"Express"	"2021-12-22"	"2022-01-19"	28
9306	"Same_Day"	"2021-12-23"	"2022-01-20"	28
9364	"Same_Day"	"2021-12-28"	"2022-01-25"	28
9394	"Same_Day"	"2021-12-30"	"2022-01-27"	28
9551	"Same_Day"	"2022-01-10"	"2022-02-07"	28
9855	"Same_Day"	"2022-02-02"	"2022-03-02"	28
9868	"Same_Day"	"2022-02-03"	"2022-03-03"	28
9892	"Same_Day"	"2022-02-05"	"2022-03-05"	28
9897	"Express"	"2022-02-05"	"2022-03-05"	28
9926	"Express"	"2022-02-07"	"2022-03-07"	28
9958	"Same_Day"	"2022-02-10"	"2022-03-10"	28
10042	"Express"	"2022-02-17"	"2022-03-17"	28
10067	"Express"	"2022-02-18"	"2022-03-18"	28
10077	"Same_Day"	"2022-02-19"	"2022-03-19"	28
10108	"Express"	"2022-02-21"	"2022-03-21"	28
10200	"Express"	"2022-03-01"	"2022-03-29"	28
10248	"Express"	"2022-03-05"	"2022-04-02"	28
10255	"Express"	"2022-03-05"	"2022-04-02"	28
10385	"Express"	"2022-03-15"	"2022-04-12"	28
10458	"Express"	"2022-03-19"	"2022-04-16"	28
10499	"Same_Day"	"2022-03-23"	"2022-04-20"	28
10515	"Express"	"2022-03-24"	"2022-04-21"	28
10536	"Express"	"2022-03-27"	"2022-04-24"	28
10546	"Express"	"2022-03-28"	"2022-04-25"	28
10569	"Same_Day"	"2022-03-29"	"2022-04-26"	28
10612	"Same_Day"	"2022-04-02"	"2022-04-30"	28
10717	"Same_Day"	"2022-04-11"	"2022-05-09"	28
10922	"Express"	"2022-04-29"	"2022-05-27"	28
10925	"Express"	"2022-04-29"	"2022-05-27"	28
10936	"Express"	"2022-04-30"	"2022-05-28"	28
11020	"Same_Day"	"2022-05-06"	"2022-06-03"	28
11064	"Same_Day"	"2022-05-09"	"2022-06-06"	28
11066	"Express"	"2022-05-09"	"2022-06-06"	28
11075	"Same_Day"	"2022-05-10"	"2022-06-07"	28
11081	"Same_Day"	"2022-05-11"	"2022-06-08"	28
11123	"Express"	"2022-05-15"	"2022-06-12"	28
11156	"Express"	"2022-05-17"	"2022-06-14"	28
11221	"Same_Day"	"2022-05-22"	"2022-06-19"	28
11222	"Same_Day"	"2022-05-22"	"2022-06-19"	28
11227	"Same_Day"	"2022-05-23"	"2022-06-20"	28
11296	"Same_Day"	"2022-05-29"	"2022-06-26"	28
11307	"Same_Day"	"2022-05-29"	"2022-06-26"	28
11312	"Express"	"2022-05-30"	"2022-06-27"	28
11342	"Same_Day"	"2022-06-01"	"2022-06-29"	28
11541	"Express"	"2022-06-17"	"2022-07-15"	28
11687	"Same_Day"	"2022-06-26"	"2022-07-24"	28
11898	"Express"	"2022-07-12"	"2022-08-09"	28
11955	"Express"	"2022-07-18"	"2022-08-15"	28
12213	"Same_Day"	"2022-08-05"	"2022-09-02"	28
12281	"Same_Day"	"2022-08-10"	"2022-09-07"	28
12295	"Same_Day"	"2022-08-11"	"2022-09-08"	28
12369	"Same_Day"	"2022-08-16"	"2022-09-13"	28
12437	"Express"	"2022-08-23"	"2022-09-20"	28
12467	"Express"	"2022-08-25"	"2022-09-22"	28
12680	"Same_Day"	"2022-09-10"	"2022-10-08"	28
12684	"Same_Day"	"2022-09-10"	"2022-10-08"	28
12739	"Same_Day"	"2022-09-15"	"2022-10-13"	28
12811	"Same_Day"	"2022-09-20"	"2022-10-18"	28
13005	"Same_Day"	"2022-10-04"	"2022-11-01"	28
13071	"Same_Day"	"2022-10-08"	"2022-11-05"	28
13077	"Same_Day"	"2022-10-09"	"2022-11-06"	28
13167	"Same_Day"	"2022-10-16"	"2022-11-13"	28
13168	"Express"	"2022-10-16"	"2022-11-13"	28
13203	"Same_Day"	"2022-10-18"	"2022-11-15"	28
13364	"Express"	"2022-10-30"	"2022-11-27"	28
13390	"Same_Day"	"2022-11-01"	"2022-11-29"	28
13422	"Express"	"2022-11-03"	"2022-12-01"	28
13432	"Express"	"2022-11-04"	"2022-12-02"	28
13561	"Express"	"2022-11-15"	"2022-12-13"	28
13604	"Same_Day"	"2022-11-19"	"2022-12-17"	28
13812	"Express"	"2022-12-05"	"2023-01-02"	28
13817	"Express"	"2022-12-05"	"2023-01-02"	28
13830	"Express"	"2022-12-06"	"2023-01-03"	28
13985	"Same_Day"	"2022-12-17"	"2023-01-14"	28
13991	"Same_Day"	"2022-12-18"	"2023-01-15"	28
13994	"Same_Day"	"2022-12-18"	"2023-01-15"	28
14134	"Express"	"2022-12-28"	"2023-01-25"	28
14328	"Same_Day"	"2023-01-13"	"2023-02-10"	28
14403	"Express"	"2023-01-20"	"2023-02-17"	28
14544	"Express"	"2023-01-31"	"2023-02-28"	28
14667	"Express"	"2023-02-09"	"2023-03-09"	28
14743	"Express"	"2023-02-15"	"2023-03-15"	28
14835	"Express"	"2023-02-23"	"2023-03-23"	28
14918	"Express"	"2023-03-02"	"2023-03-30"	28
14922	"Same_Day"	"2023-03-02"	"2023-03-30"	28
15342	"Express"	"2023-04-03"	"2023-05-01"	28
15631	"Express"	"2023-04-25"	"2023-05-23"	28
15753	"Same_Day"	"2023-05-05"	"2023-06-02"	28
16056	"Same_Day"	"2023-06-01"	"2023-06-29"	28
16190	"Same_Day"	"2023-06-12"	"2023-07-10"	28
16301	"Express"	"2023-06-21"	"2023-07-19"	28
16324	"Express"	"2023-06-23"	"2023-07-21"	28
16341	"Express"	"2023-06-24"	"2023-07-22"	28
16427	"Express"	"2023-07-01"	"2023-07-29"	28
16436	"Express"	"2023-07-02"	"2023-07-30"	28
16449	"Express"	"2023-07-03"	"2023-07-31"	28
16570	"Same_Day"	"2023-07-12"	"2023-08-09"	28
16758	"Same_Day"	"2023-07-28"	"2023-08-25"	28
16771	"Express"	"2023-07-29"	"2023-08-26"	28
16780	"Express"	"2023-07-30"	"2023-08-27"	28
16813	"Express"	"2023-08-01"	"2023-08-29"	28
16879	"Same_Day"	"2023-08-06"	"2023-09-03"	28
16880	"Same_Day"	"2023-08-06"	"2023-09-03"	28
16957	"Same_Day"	"2023-08-12"	"2023-09-09"	28
17111	"Same_Day"	"2023-08-23"	"2023-09-20"	28
17128	"Express"	"2023-08-25"	"2023-09-22"	28
